[03:12:24] [main/INFO]: ModLauncher running: args [--username, hugoo_669, --version, forge-47.3.0, --gameDir, C:\Users\Omar\curseforge\minecraft\Instances\survie moddée, --assetsDir, C:\Users\Omar\curseforge\minecraft\Install\assets, --assetIndex, 5, --uuid, f54c362d5b61496e9cf8d9952f70db84, --accessToken, ????????, --clientId, ZTM4ZDk1M2UtN2VhNC00OGE0LWFiMmQtY2ExNjRjNWU1OTI2, --xuid, 2535468356127766, --userType, msa, --versionType, release, --width, 1920, --height, 1080, --quickPlayPath, C:\Users\Omar\curseforge\minecraft\Install\quickPlay\java\1731204741761.json, --launchTarget, forgeclient, --fml.forgeVersion, 47.3.0, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[03:12:24] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.8 by Microsoft; OS Windows 10 arch amd64 version 10.0
[03:12:27] [main/INFO]: Found mod file betterchunkloading-1.20.1-4.5.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file betterfpsdist-1.20.1-6.0.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file blockui-1.20.1-1.0.186-beta.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file Bookshelf-Forge-1.20.1-20.2.13.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file Botania-1.20.1-446-FORGE.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file botarium-forge-1.20.1-2.3.4.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file BrandonsCore-1.20.1-3.2.1.302-universal.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file buildinggadgets2-1.0.7.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file caelus-forge-3.2.0+1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file CarbonConfig-1.20-1.2.6.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file chisel-forge-1.20.1-1.8.0.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file chisels-and-bits-forge-1.4.148.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file chunksending-1.20.1-2.8.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file Chunky-1.3.146.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file citadel-2.6.0-1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file Clumps-forge-1.20.1-12.0.0.4.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file CodeChickenLib-1.20.1-4.4.0.516-universal.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file cofh_core-1.20.1-11.0.2.56.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file collective-1.20.1-7.84.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file comforts-forge-6.4.0+1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file connectedglass-1.1.12-forge-mc1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file constructionwand-1.20.1-2.11.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file Controlling-forge-1.20.1-12.0.2.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file copycats-2.1.4+mc.1.20.1-forge.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file corpse-forge-1.20.1-1.0.15.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file cosmeticarmorreworked-1.20.1-v1a.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file craftingtweaks-forge-1.20.1-18.2.5.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file create-1.20.1-0.5.1.i.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file create_enchantment_industry-1.20.1-for-create-0.5.1.f-1.2.9.d.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file createaddition-1.20.1-1.2.4e.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file createdeco-2.0.2-1.20.1-forge.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file createoreexcavation-1.20-1.5.2.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file cristellib-1.1.5-forge.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file Cucumber-1.20.1-7.0.12.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file cullleaves-forge-3.2.0.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file CullLessLeaves-Reforged-1.20.1-1.0.5.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file cupboard-1.20.1-2.7.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file curios-forge-5.10.0+1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file DarkUtilities-Forge-1.20.1-17.0.5.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file deeperdarker-forge-1.20.1-1.3.2.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file design_decor-0.4.0b-1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file dimdungeons-194-forge-1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file domum_ornamentum-1.20.1-1.0.282-snapshot-universal.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file Draconic-Additions-1.20.1-2.4.0.4-universal.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file Draconic-Evolution-1.20.1-3.1.2.588-universal.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file Dungeon Crawl-1.20.1-2.3.14.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file durabilitytooltip-1.1.5-forge-mc1.20.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file dynamic-fps-3.7.6+minecraft-1.20.0-forge.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file easy-villagers-forge-1.20.1-1.1.23.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file elevatorid-1.20.1-lex-1.9.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file elytraslot-forge-6.4.4+1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file embeddium-0.3.31+mc1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file EnchantingInfuser-v8.0.3-1.20.1-Forge.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file EnderIO-1.20.1-6.2.2-beta-all.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file EnderStorage-1.20.1-2.11.0.188-universal.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file entity_model_features_forge_1.20.1-2.2.6.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file entity_texture_features_forge_1.20.1-6.2.5.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file entityculling-forge-1.7.1-mc1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file Exchangers-1.20.1-3.5.1.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file ExplorersCompass-1.20.1-1.3.3-forge.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file FarmersDelight-1.20.1-1.2.4.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file FastFurnace-1.20.1-8.0.2.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file FastWorkbench-1.20.1-8.0.4.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file ferritecore-6.0.1-forge.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file flib-1.20.1-0.0.14.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file forbidden_arcanus-1.20.1-2.2.6.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file Forgematica-0.1.7-mc1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file FpsReducer2-forge-1.20-2.5.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file FramedBlocks-9.3.1.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file ftb-chunks-forge-2001.3.1.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file ftb-library-forge-2001.2.4.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file ftb-teams-forge-2001.3.0.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file fusion-1.1.1-forge-mc1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file fzzy_config-0.5.6+1.20.1+forge.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file geckolib-forge-1.20.1-4.4.9.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file getittogetherdrops-forge-1.20-1.3.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file GlitchCore-forge-1.20.1-0.0.1.1.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file gpumemleakfix-1.20.1-1.8.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file GunpowderLib-1.20.2-2.2.2.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file HammerLib-1.20.1-20.1.33.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file iceandfire-2.1.13-1.20.1-beta-5.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file ImmediatelyFast-Forge-1.3.1+1.20.4.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file ImprovableSkills-1.20.1-20.1.11.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file interiors-0.5.6+forge-mc1.20.1-build.104.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file inventorypets-1.20.1-2.1.3.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file inventorysorter-1.20.1-23.0.1.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file ironchest-1.20.1-14.4.4.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file ironfurnaces-1.20.1-4.1.6.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file item-filters-forge-2001.1.0-build.59.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file Jade-1.20.1-forge-11.11.1.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file JadeAddons-1.20.1-Forge-5.3.1.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file jecalculation-forge-1.20.1-4.0.4.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file jei-1.20.1-forge-15.19.5.99.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file journeymap-1.20.1-5.10.3-forge.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file JustEnoughResources-1.20.1-1.4.0.247.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file kotlinforforge-4.11.0-all.jar of type LIBRARY with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file leaky-1.20.1-2.1.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file letmedespawn-1.20.x-forge-1.4.4.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file limitedchunks-1.20.1-4.1.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file lootr-forge-1.20-0.7.34.89.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file MaFgLib-0.1.13-mc1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file magiccombatwands-forge-1.20-1.1.1.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file mcjtylib-1.20-8.0.6.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file Mekanism-1.20.1-10.4.9.61.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file MekanismGenerators-1.20.1-10.4.9.61.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file memorysettings-1.20.1-5.5.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file midnightlib-forge-1.4.2.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file minecolonies-1.20.1-1.1.725-snapshot.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file modelfix-1.15.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file modernfix-forge-5.19.4+mc1.20.1.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file modonomicon-1.20.1-forge-1.77.3.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file moonlight-1.20-2.13.7-forge.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file MouseTweaks-forge-mc1.20.1-2.25.1.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file MRU-1.0.4+1.20.1+forge.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file multipiston-1.20-1.2.43-RELEASE.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file MysticalAgriculture-1.20.1-7.0.14.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file NaturesCompass-1.20.1-1.11.2-forge.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file nethersdelight-1.20.1-4.0.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file NightConfigFixes-v8.0.0-1.20.1-Forge.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file nightvision 1.20.1-0.0.2.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file occultism-1.20.1-1.139.1.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
[03:12:27] [main/INFO]: Found mod file oculus-mc1.20.1-1.7.0.jar of type MOD with provider {mods folder locator at C:\Users\Omar\curseforge\minecraft\Instances\survie moddée\mods}
